"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"9.2d.2","(9.2d.2) Beendet","date","9.2d = Y","","DE-BW",""
"9.2e","(9.2e) Andere","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2e.1","(9.2e.1) Begonnen","date","9.2e = Y","","DE-BW",""
"9.2e.2","(9.2e.2) Beendet","date","9.2e = Y","","DE-BW",""
"9.3","(9.3) Frühförderung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.4","(9.4) Ergotherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.5","(9.5) Psychomotorik","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.6","(9.6) Physiotherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.7","(9.7) Psychologische Erziehungsberatung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.8","(9.8) Krankengymnastik","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.9","(9.9) Integrative Betreuung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.10","(9.10) Sonstige Förderung","string","","","",""
"9.11","(9.11) Fördermaßn. Integration in Regel-KiTa","boolean","","","DE-SL",""
"9.12","(9.12) Fördermaßn. FörderKiTa/Integrative KiTa","boolean","","","DE-SL",""
"9.13","(9.13) Fördermaßn. Vorschul. Päd. Sprachförderung","boolean","","","DE-SL",""
"9.11.g","(9.11.g) Kuren","group","","","",""
"9.11.g.1","(9.11.g.1) Wann","date","","","",""
"9.11.g.2","(9.11.g.2) Behandlungsschwerpunkt","string","","","",""
"9.14","(9.14) Psychiatrische Institutionsambulanz (PIA)","boolean","","","DE-BB",""
"10","(10) Medienkonsum","group","","","",""
"10.1","(10.1) Durchschnittlich pro Tag am Fernseher/Smartphone/Tablet/Spielkonsole/Computer","integer","","","",""
"10.2","(10.2) Fernsehgerät/Computer/Spielkonsole im Zimmer?","boolean","","","",""
"10.3a","(10.3a) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole an einem Wochentag","choice","","Gar nicht :: Bis 0,5 Stunden :: 0,5 bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 4 Stunden :: Mehr als 4 Stunden ","DE-BW",""
"10.3b","(10.3b) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole an einem Wochentag","choice","","","DE-BB",""
"10.4a","(10.4a) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole am Wochenende","choice","","Gar nicht :: Bis 0,5 Stunden :: 0,5 bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 4 Stunden :: Mehr als 4 Stunden ","DE-BW",""
"10.4b","(10.4b) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole am Wochenende","choice","","","DE-BW",""
"11","(11) Arzt","group","","","",""
"11.1","(11.1) Hat das Kind bislang ärztliche Behandlung oder Untersützung erhalten?","boolean","","","",""
"11.2","(11.2) Name Kinderarzt","string","","","",""
"11.3","(11.3) Name Facharzt","string","","","",""
"12","(12) Sonstiges","group","","","",""
"12.1","(12.1) Beratung Erziehungsberatungsstelle","choice","","Geplant :: Findet statt :: Abgeschlossen ","",""
"12.2","(12.2) Beratung Sozialpädiatrisches Zentrum SPZ","choice","","Geplant :: Findet statt :: Abgeschlossen ","",""
"12.3","(12.3) Teilnahme Netzwerk Gesunde Kinder","boolean","","","",""
"12.3.1","(12.3.1) Wie lange?","integer","12.3 = true","","",""
"12.4","(12.4) KISS Sprachscreening","boolean","","","",""
"12.5","(12.5) Raucherhaushalt","choice","","Gelegentlich :: Häufig :: Nie ","",""
"12.6","(12.6) Stärken/Begabung/Besonderheiten des Kindes","text","","","",""
"12.7","(12.7) Regelmäßig Sport","boolean","","","",""
"12.7a","(12.7a) Präv. Maßnahmen Regemäßig Sport im Verein","boolean","","","DE-SL",""
"12.8","(12.8) Sportart und Verein","text","12.7 = true","","",""
"12.9","(12.9) Schwimmfähig","boolean","","","",""
"12.10","(12.10) Seepferdchenabzeichen","boolean","","","",""
"12.11","(12.11) Sommer: Spiel im Freien","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.12","(12.12) Sommer: Sport im Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.13","(12.13) Sommer: Sport außerhalb Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.14","(12.14) Winter: Spiel im Freien","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.15","(12.15) Winter: Sport im Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.16","(12.16) Winter: Sport außerhalb Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.17","(12.17) Fortbewegung: Laufrad, Roller, Fahrrad","boolean","","","DE-BB",""
"12.18","(12.18) Fortbewegung: zu Fuß","boolean","","","DE-BB",""
"13","(13) Informationen Eltern","group","","","",""
"13.1","(13.1) Schulabschluss 1. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
"13.1a","(13.1a) Schulabschluss 1. Elternteil","choice","","","DE-BB",""
"13.2","(13.2) Schulabschluss 2. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
"13.2a","(13.2a) Schulabschluss 2. Elternteil","choice","","","DE-BB",""
"13.3","(13.3) Berufsabschluss 1. Elternteil","choice","","Kein Berufsabschluss :: Derzeit noch in beruflicher Ausbildung :: Berufliche Ausbildung/Lehre oder vergleichbar :: Fach-/Hochschulabschluss oder vergleichbar ","",""
"13.4","(13.4) Berufsabschluss 2. Elternteil","choice","","Kein Berufsabschluss :: Derzeit noch in beruflicher Ausbildung :: Berufliche Ausbildung/Lehre oder vergleichbar :: Fach-/Hochschulabschluss oder vergleichbar ","",""
"13.5","(13.5) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.5.1","(13.5.1) Grund der Erwerbslosigkeit","text","13.5 = nicht_erwerbstaetig","","",""
"13.5a","(13.5a) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit :: Sonstiges ","DE-BW",""
"13.6","(13.6) Berufstätigkeit 2. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.6.1","(13.6.1) Grund der Erwerbslosigkeit","text","13.6 = nicht_erwerbstaetig","","",""
"13.6a","(13.6a) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit :: Sonstiges ","DE-BW",""
"13.7","(13.7) Anzahl der Kinder im Haushalt. Kinder unter 18 Jahren, einzuschulendes Kind mitgerechnet","integer","","","",""
"13.8","(13.8) Anzahl der Erwachsene im Haushalt","integer","","","",""
"13.8a","(13.8a) Anzahl der Kinder und Erwachsenen im Haushalt","integer","","","",""
"13.9","(13.9) Datum seit dem der 1. Elternteil in Deutschland lebt.","date","","","",""
"13.10","(13.10) Datum seit dem der 2. Elternteil in Deutschland lebt.","date","","","",""
"13.11","(13.11) Wer hat diesen Fragebogen ausgefüllt","choice","","Mutter :: Vater :: Pflegemutter :: Pflegevater :: Geschwister :: Andere Person ","",""
"13.12","(13.12) Einwilligung zur Datenerhebung früherer Untersuchungen, welche beim Gesundheitsamt vorliegen","boolean","","","",""
"13.13","(13.13) Einwilligung zur Einsicht von Unterlagen zur Frühförderung, falls diese vorliegen","boolean","","","",""
"13.14","(13.14) Ob das Kind an einer Nachmittagsbetreuung teilnehmen soll","boolean","","","",""
"13.15","(13.15) Arbeitet der 1. Elternteil im Schichtdienst?","boolean","","","",""
"13.16","(13.16) Arbeitet der 2. Elternteil im Schichtdienst?","boolean","","","",""
